Date,KPI Name,Value,Target,Unit,Department,Category,Remarks
22-03-2024,On-Time Delivery Rate,87.57,94.57,%,Logistics,Operational,New initiative
05-12-2024,Audit Failures,0.18,0.16,count,Quality Control,Quality,Above target
28-09-2024,Packaging Waste,212.36,193.44,kg,Logistics,Waste,New initiative
24-11-2024,Product Defect Rate,1.02,0.94,%,Quality Control,Quality,Above target
16-07-2024,Workplace Safety Incidents,2.05,1.88,count,Operations,Social Impact,On track
20-09-2024,Packaging Waste,61.12,56.59,kg,Logistics,Waste,Below target
13-06-2024,Audit Failures,0.09,0.09,count,Quality Control,Quality,Above target
30-09-2024,Energy Consumption,12532.77,11878.73,kWh,Manufacturing,Energy,New initiative
16-12-2024,Energy Consumption,14485.17,13492.58,kWh,Manufacturing,Energy,Above target
27-11-2024,Product Defect Rate,1.43,1.35,%,Quality Control,Quality,Requires improvement
14-02-2024,Carbon Emissions,13.18,12.14,tons,Manufacturing,Emissions,On track
21-10-2024,Energy Consumption,13009.65,11872.55,kWh,Manufacturing,Energy,On track
09-08-2024,Training Hours,21.53,23.34,hours,Operations,Social Impact,Requires improvement
24-11-2024,Fuel Efficiency,6.3,6.95,km/l,Logistics,Energy,On track
14-09-2024,Production Downtime,5.68,5.35,hours,Manufacturing,Operational,Below target
24-05-2024,Waste Generation,4235.86,3977.08,kg,Manufacturing,Waste,On track
21-03-2024,Audit Failures,0.79,0.74,count,Quality Control,Quality,Requires improvement
31-05-2024,Employee Turnover Rate,1.77,1.62,%,Operations,Social Impact,New initiative
06-01-2024,Training Hours,33.55,35.48,hours,Operations,Social Impact,Below target
02-10-2024,Workplace Safety Incidents,0.13,0.12,count,Operations,Social Impact,Requires improvement
18-04-2024,Waste Generation,1313.45,1208.25,kg,Manufacturing,Waste,Below target
09-04-2024,Inspection Hours,9.02,8.22,hours,Quality Control,Quality,Below target
08-10-2024,Carbon Emissions,75.91,70.39,tons,Manufacturing,Emissions,On track
11-04-2024,Product Defect Rate,1.81,1.64,%,Quality Control,Quality,On track
21-02-2024,Customer Complaints,3.57,3.33,count,Quality Control,Social Impact,Above target
17-06-2024,Fuel Efficiency,8.7,9.5,km/l,Logistics,Energy,Requires improvement
07-08-2024,On-Time Delivery Rate,83.25,90.66,%,Logistics,Operational,Below target
21-05-2024,Workplace Safety Incidents,0.94,0.88,count,Operations,Social Impact,Requires improvement
24-08-2024,On-Time Delivery Rate,84.14,91.8,%,Logistics,Operational,Requires improvement
30-03-2024,Customer Complaints,7.75,7.16,count,Quality Control,Social Impact,On track
10-04-2024,Waste Generation,4568.17,4321.83,kg,Manufacturing,Waste,New initiative
19-11-2024,Fuel Efficiency,8.16,8.64,km/l,Logistics,Energy,New initiative
19-01-2024,Production Downtime,13.68,12.84,hours,Manufacturing,Operational,Above target
24-04-2024,Transport Emissions,13.42,12.18,tons,Logistics,Emissions,Requires improvement
05-07-2024,On-Time Delivery Rate,82.97,89.65,%,Logistics,Operational,Requires improvement
16-12-2024,Carbon Emissions,94.12,86.32,tons,Manufacturing,Emissions,New initiative
03-12-2024,Employee Turnover Rate,1.24,1.17,%,Operations,Social Impact,New initiative
28-04-2024,Equipment Maintenance Cost,9422.16,8498.99,USD,Operations,Operational,Requires improvement
22-09-2024,Waste Generation,2076.18,1973.29,kg,Manufacturing,Waste,Above target
21-01-2024,Transport Emissions,9.92,9.15,tons,Logistics,Emissions,On track
14-05-2024,Fuel Efficiency,7.89,8.52,km/l,Logistics,Energy,Below target
21-09-2024,Equipment Maintenance Cost,6709.92,6161.48,USD,Operations,Operational,On track
29-06-2024,Transport Emissions,19.48,17.75,tons,Logistics,Emissions,Requires improvement
13-09-2024,Transport Emissions,16.06,15.17,tons,Logistics,Emissions,On track
18-04-2024,Equipment Maintenance Cost,2073.26,1873.93,USD,Operations,Operational,Below target
04-12-2024,Employee Turnover Rate,0.8,0.74,%,Operations,Social Impact,On track
11-12-2024,Equipment Maintenance Cost,8206.14,7681.05,USD,Operations,Operational,Requires improvement
12-01-2024,Audit Failures,0.42,0.38,count,Quality Control,Quality,Requires improvement
18-11-2024,Workplace Safety Incidents,0.38,0.35,count,Operations,Social Impact,Above target
21-09-2024,Production Downtime,7.2,6.54,hours,Manufacturing,Operational,Above target
13-02-2024,Product Defect Rate,4.45,4.17,%,Quality Control,Quality,Below target
28-03-2024,Equipment Maintenance Cost,6262,5783.4,USD,Operations,Operational,Requires improvement
15-11-2024,Equipment Maintenance Cost,6207.97,5833.82,USD,Operations,Operational,Above target
01-11-2024,On-Time Delivery Rate,84.6,92.24,%,Logistics,Operational,Requires improvement
13-04-2024,Carbon Emissions,46.53,44.04,tons,Manufacturing,Emissions,On track
03-11-2024,Inspection Hours,20.14,18.3,hours,Quality Control,Quality,New initiative
03-12-2024,Production Downtime,12.55,11.37,hours,Manufacturing,Operational,Requires improvement
24-09-2024,Workplace Safety Incidents,2.69,2.53,count,Operations,Social Impact,Requires improvement
27-04-2024,Customer Complaints,8.75,8.18,count,Quality Control,Social Impact,Requires improvement
20-02-2024,Audit Failures,0.7,0.66,count,Quality Control,Quality,New initiative
25-05-2024,Inspection Hours,11.36,10.66,hours,Quality Control,Quality,On track
22-10-2024,Customer Complaints,1.89,1.77,count,Quality Control,Social Impact,On track
28-07-2024,Production Downtime,5.11,4.77,hours,Manufacturing,Operational,Below target
13-05-2024,Fuel Efficiency,5.38,5.77,km/l,Logistics,Energy,Below target
14-04-2024,Customer Complaints,6.12,5.81,count,Quality Control,Social Impact,Requires improvement
09-05-2024,Audit Failures,0.36,0.33,count,Quality Control,Quality,Requires improvement
03-12-2024,Packaging Waste,398.39,366.48,kg,Logistics,Waste,Above target
21-02-2024,Carbon Emissions,54.45,50.19,tons,Manufacturing,Emissions,Above target
22-12-2024,Equipment Maintenance Cost,7967.77,7490.04,USD,Operations,Operational,New initiative
15-03-2024,Carbon Emissions,48.7,45.02,tons,Manufacturing,Emissions,On track
10-02-2024,Audit Failures,0.18,0.16,count,Quality Control,Quality,Below target
26-05-2024,Water Usage,46603.56,42876.78,liters,Manufacturing,Water,New initiative
02-12-2024,Carbon Emissions,72.5,67.63,tons,Manufacturing,Emissions,Above target
23-12-2024,On-Time Delivery Rate,79.36,85.34,%,Logistics,Operational,New initiative
21-03-2024,Employee Turnover Rate,1.61,1.51,%,Operations,Social Impact,On track
26-07-2024,Waste Generation,4209.16,3942.43,kg,Manufacturing,Waste,Requires improvement
08-10-2024,Workplace Safety Incidents,2.21,2,count,Operations,Social Impact,On track
06-11-2024,Packaging Waste,206.36,194.14,kg,Logistics,Waste,Above target
30-03-2024,Equipment Maintenance Cost,9332.28,8667.31,USD,Operations,Operational,Below target
29-02-2024,Product Defect Rate,3.01,2.78,%,Quality Control,Quality,Below target
04-09-2024,Packaging Waste,362.39,343.66,kg,Logistics,Waste,New initiative
27-10-2024,Training Hours,44.54,48.26,hours,Operations,Social Impact,Requires improvement
12-12-2024,Water Usage,6697.15,6050.06,liters,Manufacturing,Water,Above target
05-01-2024,Training Hours,21.62,23.56,hours,Operations,Social Impact,New initiative
08-02-2024,On-Time Delivery Rate,80.84,87.87,%,Logistics,Operational,Below target
17-05-2024,Equipment Maintenance Cost,3481.79,3171.66,USD,Operations,Operational,New initiative
15-05-2024,Employee Turnover Rate,1.32,1.25,%,Operations,Social Impact,Above target
01-07-2024,Employee Turnover Rate,0.85,0.8,%,Operations,Social Impact,New initiative
10-11-2024,Workplace Safety Incidents,0.36,0.33,count,Operations,Social Impact,Requires improvement
13-11-2024,Production Downtime,19.37,18.25,hours,Manufacturing,Operational,Below target
20-05-2024,Transport Emissions,18.06,17.05,tons,Logistics,Emissions,New initiative
22-07-2024,Inspection Hours,29.61,28.01,hours,Quality Control,Quality,Below target
03-10-2024,Employee Turnover Rate,0.63,0.58,%,Operations,Social Impact,Requires improvement
22-08-2024,Production Downtime,10.21,9.63,hours,Manufacturing,Operational,Above target
11-12-2024,Production Downtime,11.9,11.12,hours,Manufacturing,Operational,On track
12-05-2024,Equipment Maintenance Cost,6019.58,5515.57,USD,Operations,Operational,New initiative
24-06-2024,Training Hours,14.47,15.67,hours,Operations,Social Impact,New initiative
05-07-2024,On-Time Delivery Rate,81.94,89.99,%,Logistics,Operational,Below target
17-12-2024,Customer Complaints,4.51,4.19,count,Quality Control,Social Impact,New initiative
09-08-2024,Workplace Safety Incidents,2.16,2.03,count,Operations,Social Impact,New initiative
30-08-2024,Inspection Hours,8.65,8.2,hours,Quality Control,Quality,Above target
30-09-2024,Carbon Emissions,50.66,47.94,tons,Manufacturing,Emissions,New initiative
25-01-2024,Transport Emissions,6.7,6.22,tons,Logistics,Emissions,New initiative
31-08-2024,Product Defect Rate,3.61,3.26,%,Quality Control,Quality,Below target
13-10-2024,Water Usage,37485.07,34223.44,liters,Manufacturing,Water,Below target
11-04-2024,Packaging Waste,58.93,53.39,kg,Logistics,Waste,New initiative
16-08-2024,Training Hours,19.59,20.98,hours,Operations,Social Impact,Requires improvement
26-03-2024,Water Usage,31069.52,28683,liters,Manufacturing,Water,Above target
10-02-2024,Transport Emissions,12.99,12.06,tons,Logistics,Emissions,On track
29-12-2024,Training Hours,13.98,15.27,hours,Operations,Social Impact,Below target
27-10-2024,Transport Emissions,6.15,5.67,tons,Logistics,Emissions,Below target
30-04-2024,Audit Failures,0.33,0.31,count,Quality Control,Quality,Above target
02-02-2024,Fuel Efficiency,5.57,6.05,km/l,Logistics,Energy,On track
23-02-2024,Product Defect Rate,0.62,0.57,%,Quality Control,Quality,On track
07-06-2024,On-Time Delivery Rate,81.25,85.84,%,Logistics,Operational,Requires improvement
08-03-2024,Employee Turnover Rate,1.73,1.61,%,Operations,Social Impact,Above target
31-08-2024,Workplace Safety Incidents,0.11,0.1,count,Operations,Social Impact,Below target
31-03-2024,Customer Complaints,5.49,4.98,count,Quality Control,Social Impact,New initiative
26-06-2024,Audit Failures,1.05,0.98,count,Quality Control,Quality,Below target
30-07-2024,Inspection Hours,25.12,23.16,hours,Quality Control,Quality,Below target
25-06-2024,On-Time Delivery Rate,79.24,88.04,%,Logistics,Operational,Above target
01-09-2024,Transport Emissions,11.17,10.44,tons,Logistics,Emissions,Requires improvement
28-04-2024,Fuel Efficiency,8.3,8.83,km/l,Logistics,Energy,New initiative
11-08-2024,Production Downtime,10.6,9.76,hours,Manufacturing,Operational,New initiative
12-07-2024,Inspection Hours,9.08,8.51,hours,Quality Control,Quality,Requires improvement
09-11-2024,Training Hours,7.97,8.56,hours,Operations,Social Impact,New initiative
30-07-2024,Packaging Waste,341.81,316.72,kg,Logistics,Waste,Below target
12-11-2024,Workplace Safety Incidents,0.55,0.5,count,Operations,Social Impact,Requires improvement
10-01-2024,Customer Complaints,7,6.47,count,Quality Control,Social Impact,Below target
24-05-2024,Workplace Safety Incidents,2.91,2.62,count,Operations,Social Impact,On track
16-02-2024,On-Time Delivery Rate,86.29,92.15,%,Logistics,Operational,Above target
12-09-2024,Workplace Safety Incidents,1.48,1.36,count,Operations,Social Impact,Below target
15-03-2024,Transport Emissions,14.24,12.84,tons,Logistics,Emissions,On track
02-04-2024,Waste Generation,4133.29,3923.13,kg,Manufacturing,Waste,Requires improvement
07-05-2024,Training Hours,39.33,41.78,hours,Operations,Social Impact,On track
23-08-2024,Audit Failures,0.49,0.47,count,Quality Control,Quality,Above target
14-12-2024,Production Downtime,14.99,13.65,hours,Manufacturing,Operational,Requires improvement
23-09-2024,Packaging Waste,121.38,113.66,kg,Logistics,Waste,New initiative
27-01-2024,Waste Generation,2672.89,2509.9,kg,Manufacturing,Waste,Below target
26-03-2024,Workplace Safety Incidents,0.71,0.65,count,Operations,Social Impact,On track
24-10-2024,Fuel Efficiency,6.37,6.98,km/l,Logistics,Energy,On track
12-09-2024,Inspection Hours,14.28,12.92,hours,Quality Control,Quality,Above target
31-01-2024,Production Downtime,10.08,9.56,hours,Manufacturing,Operational,On track
06-09-2024,On-Time Delivery Rate,86.45,92.01,%,Logistics,Operational,Above target
12-08-2024,Training Hours,46.2,49.18,hours,Operations,Social Impact,Below target
08-05-2024,Workplace Safety Incidents,2.07,1.9,count,Operations,Social Impact,Above target
22-12-2024,Water Usage,35624.67,33057.96,liters,Manufacturing,Water,New initiative
27-08-2024,Inspection Hours,19.17,17.77,hours,Quality Control,Quality,Below target
14-05-2024,On-Time Delivery Rate,77.79,85.69,%,Logistics,Operational,Below target
04-04-2024,Transport Emissions,1.01,0.94,tons,Logistics,Emissions,Requires improvement
13-06-2024,Production Downtime,17.85,16.76,hours,Manufacturing,Operational,Above target
09-10-2024,Production Downtime,17.29,15.73,hours,Manufacturing,Operational,Requires improvement
19-02-2024,Training Hours,18.19,19.52,hours,Operations,Social Impact,On track
13-04-2024,Energy Consumption,42583.7,38601.64,kWh,Manufacturing,Energy,On track
02-12-2024,Water Usage,10389.22,9366.83,liters,Manufacturing,Water,Requires improvement
07-01-2024,Customer Complaints,0.49,0.45,count,Quality Control,Social Impact,On track
23-11-2024,Equipment Maintenance Cost,9319.84,8775.6,USD,Operations,Operational,Requires improvement
07-07-2024,Waste Generation,3157.46,2878.5,kg,Manufacturing,Waste,Requires improvement
04-06-2024,Production Downtime,8.99,8.11,hours,Manufacturing,Operational,On track
29-09-2024,Carbon Emissions,101.74,96.45,tons,Manufacturing,Emissions,Above target
16-11-2024,Inspection Hours,9.83,9.17,hours,Quality Control,Quality,New initiative
02-07-2024,Equipment Maintenance Cost,7588.03,7119.96,USD,Operations,Operational,New initiative
08-10-2024,Audit Failures,1.77,1.61,count,Quality Control,Quality,Above target
14-08-2024,Customer Complaints,6.58,6.1,count,Quality Control,Social Impact,New initiative
30-07-2024,Packaging Waste,297.54,282.62,kg,Logistics,Waste,Below target
11-07-2024,Customer Complaints,6.08,5.64,count,Quality Control,Social Impact,Above target
01-01-2024,Packaging Waste,482.74,445.27,kg,Logistics,Waste,Requires improvement
04-01-2024,Waste Generation,3291.83,3059.66,kg,Manufacturing,Waste,Below target
10-10-2024,On-Time Delivery Rate,79.81,87.15,%,Logistics,Operational,Below target
15-05-2024,Workplace Safety Incidents,0.11,0.1,count,Operations,Social Impact,Above target
19-10-2024,On-Time Delivery Rate,82.14,87.33,%,Logistics,Operational,On track
29-03-2024,Inspection Hours,23.36,21.87,hours,Quality Control,Quality,Requires improvement
14-07-2024,Product Defect Rate,3.18,2.91,%,Quality Control,Quality,New initiative
01-08-2024,Energy Consumption,46484.22,42612.99,kWh,Manufacturing,Energy,Requires improvement
20-11-2024,Carbon Emissions,84.44,77.29,tons,Manufacturing,Emissions,On track
16-10-2024,Product Defect Rate,1.87,1.69,%,Quality Control,Quality,New initiative
10-12-2024,Training Hours,25.15,27.61,hours,Operations,Social Impact,On track
23-04-2024,Audit Failures,1.51,1.4,count,Quality Control,Quality,On track
12-02-2024,Customer Complaints,7.86,7.13,count,Quality Control,Social Impact,Below target
13-09-2024,Product Defect Rate,2.97,2.71,%,Quality Control,Quality,Requires improvement
06-09-2024,Inspection Hours,24.05,22.22,hours,Quality Control,Quality,Above target
06-05-2024,Inspection Hours,19.03,18.08,hours,Quality Control,Quality,New initiative
15-02-2024,Workplace Safety Incidents,0.8,0.74,count,Operations,Social Impact,New initiative
25-06-2024,Water Usage,21753.49,19956.99,liters,Manufacturing,Water,Below target
15-11-2024,Waste Generation,1080.75,1012.43,kg,Manufacturing,Waste,Requires improvement
16-12-2024,Equipment Maintenance Cost,926.34,871.6,USD,Operations,Operational,Above target
28-01-2024,On-Time Delivery Rate,87.27,92.58,%,Logistics,Operational,On track
24-06-2024,Employee Turnover Rate,1.96,1.8,%,Operations,Social Impact,On track
02-10-2024,Waste Generation,2481,2360.3,kg,Manufacturing,Waste,Above target
04-09-2024,Employee Turnover Rate,1.44,1.32,%,Operations,Social Impact,New initiative
23-01-2024,Workplace Safety Incidents,1.13,1.07,count,Operations,Social Impact,New initiative
18-05-2024,On-Time Delivery Rate,77.9,85.6,%,Logistics,Operational,New initiative
04-12-2024,Water Usage,33083.14,29788.61,liters,Manufacturing,Water,Requires improvement
28-04-2024,Packaging Waste,438.93,395.46,kg,Logistics,Waste,Requires improvement
29-09-2024,Product Defect Rate,4.57,4.22,%,Quality Control,Quality,New initiative
30-12-2024,Carbon Emissions,30.64,27.9,tons,Manufacturing,Emissions,New initiative
07-09-2024,Energy Consumption,16132.65,14946.43,kWh,Manufacturing,Energy,Below target
16-11-2024,Inspection Hours,5.46,5.1,hours,Quality Control,Quality,Below target
01-02-2024,On-Time Delivery Rate,90.11,94.96,%,Logistics,Operational,Below target
11-10-2024,Transport Emissions,17.92,16.86,tons,Logistics,Emissions,On track
14-02-2024,On-Time Delivery Rate,81.75,86.52,%,Logistics,Operational,Above target
08-06-2024,Inspection Hours,15.43,14.33,hours,Quality Control,Quality,Requires improvement
24-10-2024,Transport Emissions,11.3,10.29,tons,Logistics,Emissions,Above target
10-03-2024,Employee Turnover Rate,1.04,0.96,%,Operations,Social Impact,New initiative
11-06-2024,Inspection Hours,21.41,19.87,hours,Quality Control,Quality,Above target
11-06-2024,Production Downtime,12.99,12.16,hours,Manufacturing,Operational,Above target
29-07-2024,Workplace Safety Incidents,2.3,2.17,count,Operations,Social Impact,Requires improvement
18-03-2024,Transport Emissions,15.17,14.28,tons,Logistics,Emissions,Below target
11-11-2024,Workplace Safety Incidents,0.39,0.35,count,Operations,Social Impact,New initiative
02-07-2024,On-Time Delivery Rate,82.91,90.96,%,Logistics,Operational,On track
30-12-2024,Water Usage,7570.24,7133.49,liters,Manufacturing,Water,Requires improvement
24-03-2024,On-Time Delivery Rate,86.47,93.52,%,Logistics,Operational,Above target
18-05-2024,Employee Turnover Rate,0.6,0.55,%,Operations,Social Impact,On track
03-02-2024,Inspection Hours,23.56,22.37,hours,Quality Control,Quality,Above target
22-08-2024,Equipment Maintenance Cost,8737.73,8078.01,USD,Operations,Operational,Below target
09-06-2024,Equipment Maintenance Cost,4346.23,3920.7,USD,Operations,Operational,Requires improvement
05-05-2024,Product Defect Rate,2.84,2.62,%,Quality Control,Quality,On track
07-04-2024,Product Defect Rate,3.01,2.79,%,Quality Control,Quality,On track
24-08-2024,Transport Emissions,8.56,7.83,tons,Logistics,Emissions,Below target
13-03-2024,Equipment Maintenance Cost,3296.99,3118.79,USD,Operations,Operational,New initiative
26-10-2024,Audit Failures,0.18,0.17,count,Quality Control,Quality,Above target
20-08-2024,Equipment Maintenance Cost,4428.81,4085.77,USD,Operations,Operational,Above target
04-03-2024,Equipment Maintenance Cost,1356.71,1243.02,USD,Operations,Operational,Above target
25-09-2024,Energy Consumption,36780.2,34268.25,kWh,Manufacturing,Energy,On track
20-06-2024,Inspection Hours,14.47,13.3,hours,Quality Control,Quality,Above target
02-08-2024,Employee Turnover Rate,1.91,1.8,%,Operations,Social Impact,On track
16-11-2024,Packaging Waste,378.57,358.9,kg,Logistics,Waste,Below target
14-11-2024,Workplace Safety Incidents,2.7,2.56,count,Operations,Social Impact,On track
03-01-2024,Fuel Efficiency,6.87,7.29,km/l,Logistics,Energy,New initiative
28-07-2024,Inspection Hours,10.42,9.72,hours,Quality Control,Quality,Requires improvement
22-05-2024,Product Defect Rate,3.21,2.89,%,Quality Control,Quality,New initiative
19-01-2024,Workplace Safety Incidents,0.55,0.5,count,Operations,Social Impact,Below target
18-06-2024,Workplace Safety Incidents,2,1.88,count,Operations,Social Impact,Below target
10-12-2024,Energy Consumption,9899.94,9401.84,kWh,Manufacturing,Energy,Above target
19-01-2024,On-Time Delivery Rate,88.74,94.66,%,Logistics,Operational,Below target
06-08-2024,Waste Generation,1915.53,1749.54,kg,Manufacturing,Waste,On track
17-06-2024,Waste Generation,2597.92,2459.92,kg,Manufacturing,Waste,Below target
19-10-2024,Inspection Hours,22.4,20.85,hours,Quality Control,Quality,On track
06-08-2024,Water Usage,36479.63,33934.77,liters,Manufacturing,Water,Below target
07-03-2024,Packaging Waste,286.43,272.04,kg,Logistics,Waste,Below target
29-04-2024,Audit Failures,0.99,0.9,count,Quality Control,Quality,New initiative
16-04-2024,On-Time Delivery Rate,76.62,85.02,%,Logistics,Operational,On track
06-01-2024,Audit Failures,0.09,0.08,count,Quality Control,Quality,Above target
16-09-2024,Training Hours,14.86,16.45,hours,Operations,Social Impact,Below target
18-10-2024,Fuel Efficiency,5.11,5.57,km/l,Logistics,Energy,Requires improvement
30-08-2024,Carbon Emissions,29.98,27.46,tons,Manufacturing,Emissions,Requires improvement
20-06-2024,Carbon Emissions,57.67,53.33,tons,Manufacturing,Emissions,New initiative
02-06-2024,Audit Failures,1.86,1.68,count,Quality Control,Quality,New initiative
03-02-2024,Fuel Efficiency,5.64,6.04,km/l,Logistics,Energy,Below target
16-11-2024,Training Hours,39.27,42.83,hours,Operations,Social Impact,Requires improvement
27-12-2024,Equipment Maintenance Cost,2280.1,2065.41,USD,Operations,Operational,Below target
09-07-2024,Fuel Efficiency,5.75,6.36,km/l,Logistics,Energy,Above target
10-07-2024,Customer Complaints,2.16,1.98,count,Quality Control,Social Impact,On track
04-09-2024,Carbon Emissions,98.86,92.2,tons,Manufacturing,Emissions,On track
07-06-2024,Employee Turnover Rate,1.08,1.01,%,Operations,Social Impact,New initiative
12-12-2024,On-Time Delivery Rate,83.88,92.69,%,Logistics,Operational,New initiative
29-02-2024,Employee Turnover Rate,1.71,1.59,%,Operations,Social Impact,New initiative
14-02-2024,Waste Generation,5069.59,4675.22,kg,Manufacturing,Waste,New initiative
12-01-2024,Transport Emissions,17.89,16.19,tons,Logistics,Emissions,Below target
29-09-2024,On-Time Delivery Rate,80.24,88.21,%,Logistics,Operational,Below target
20-05-2024,Transport Emissions,13.75,12.56,tons,Logistics,Emissions,Above target
15-04-2024,Energy Consumption,48123.41,44657.62,kWh,Manufacturing,Energy,On track
20-10-2024,Packaging Waste,171.97,162.88,kg,Logistics,Waste,Below target
03-10-2024,Employee Turnover Rate,0.66,0.61,%,Operations,Social Impact,Below target
24-02-2024,Product Defect Rate,1.09,1.01,%,Quality Control,Quality,On track
30-10-2024,Product Defect Rate,0.89,0.82,%,Quality Control,Quality,New initiative
10-02-2024,Customer Complaints,3.12,2.94,count,Quality Control,Social Impact,New initiative
19-02-2024,Inspection Hours,7.32,6.88,hours,Quality Control,Quality,Requires improvement
28-08-2024,Customer Complaints,6.84,6.4,count,Quality Control,Social Impact,Requires improvement
05-07-2024,Employee Turnover Rate,0.79,0.72,%,Operations,Social Impact,Below target
20-08-2024,Inspection Hours,22.49,20.99,hours,Quality Control,Quality,Below target
24-08-2024,Product Defect Rate,0.79,0.72,%,Quality Control,Quality,Requires improvement
17-09-2024,Training Hours,36.8,39.56,hours,Operations,Social Impact,Above target
11-10-2024,Water Usage,41060.09,38589.83,liters,Manufacturing,Water,Below target
02-05-2024,Waste Generation,2950.3,2757.18,kg,Manufacturing,Waste,Requires improvement
16-04-2024,Employee Turnover Rate,2.1,1.96,%,Operations,Social Impact,Below target
29-03-2024,Audit Failures,1.13,1.04,count,Quality Control,Quality,Above target
25-08-2024,Production Downtime,17.55,15.9,hours,Manufacturing,Operational,New initiative
05-02-2024,Fuel Efficiency,8.28,9.11,km/l,Logistics,Energy,Requires improvement
26-11-2024,Production Downtime,16.57,15.23,hours,Manufacturing,Operational,Requires improvement
21-11-2024,Energy Consumption,14792.53,13416.02,kWh,Manufacturing,Energy,New initiative
18-07-2024,Carbon Emissions,74.53,69.48,tons,Manufacturing,Emissions,Below target
18-10-2024,Inspection Hours,10.14,9.57,hours,Quality Control,Quality,Below target
25-10-2024,Transport Emissions,14.64,13.85,tons,Logistics,Emissions,On track
30-05-2024,Production Downtime,19.8,18.22,hours,Manufacturing,Operational,Above target
26-12-2024,Waste Generation,4970.41,4525.16,kg,Manufacturing,Waste,On track
09-08-2024,Fuel Efficiency,8.78,9.31,km/l,Logistics,Energy,Above target
06-10-2024,Customer Complaints,7.12,6.55,count,Quality Control,Social Impact,Requires improvement
03-07-2024,Employee Turnover Rate,1.28,1.21,%,Operations,Social Impact,Requires improvement
09-03-2024,Inspection Hours,12.21,11.52,hours,Quality Control,Quality,Above target
02-12-2024,Energy Consumption,34177.52,31005.84,kWh,Manufacturing,Energy,Requires improvement
21-08-2024,Inspection Hours,7.12,6.64,hours,Quality Control,Quality,Requires improvement
15-07-2024,Inspection Hours,16.36,15.07,hours,Quality Control,Quality,Requires improvement
12-09-2024,On-Time Delivery Rate,80.8,86.86,%,Logistics,Operational,New initiative
18-01-2024,Training Hours,21.78,23.49,hours,Operations,Social Impact,Below target
03-09-2024,Production Downtime,12.25,11.25,hours,Manufacturing,Operational,New initiative
26-08-2024,Carbon Emissions,81.5,75.72,tons,Manufacturing,Emissions,Below target
18-11-2024,Production Downtime,18.35,16.6,hours,Manufacturing,Operational,Requires improvement
24-06-2024,Production Downtime,16.97,15.54,hours,Manufacturing,Operational,On track
18-06-2024,Water Usage,23247.7,21976.11,liters,Manufacturing,Water,New initiative
26-03-2024,Customer Complaints,9.61,9.03,count,Quality Control,Social Impact,Below target
13-05-2024,Production Downtime,16.24,15.21,hours,Manufacturing,Operational,New initiative
15-11-2024,Water Usage,29328.91,27236.09,liters,Manufacturing,Water,Below target
22-05-2024,Waste Generation,2669.22,2526.85,kg,Manufacturing,Waste,On track
08-01-2024,On-Time Delivery Rate,83.3,91.16,%,Logistics,Operational,Below target
03-12-2024,Production Downtime,7.62,7.08,hours,Manufacturing,Operational,Above target
05-09-2024,Customer Complaints,8.08,7.38,count,Quality Control,Social Impact,Above target
31-10-2024,Workplace Safety Incidents,1.03,0.93,count,Operations,Social Impact,Above target
01-05-2024,Equipment Maintenance Cost,7651.23,7044.08,USD,Operations,Operational,Requires improvement
28-01-2024,Inspection Hours,10.27,9.62,hours,Quality Control,Quality,Below target
03-06-2024,Fuel Efficiency,4.86,5.26,km/l,Logistics,Energy,Requires improvement
14-05-2024,Inspection Hours,14.5,13.56,hours,Quality Control,Quality,Requires improvement
14-07-2024,Equipment Maintenance Cost,612.7,579.84,USD,Operations,Operational,Requires improvement
09-08-2024,Fuel Efficiency,5.09,5.49,km/l,Logistics,Energy,Below target
01-12-2024,Packaging Waste,171.65,161.37,kg,Logistics,Waste,Below target
09-04-2024,Audit Failures,1.55,1.45,count,Quality Control,Quality,New initiative
04-02-2024,On-Time Delivery Rate,79.36,88.13,%,Logistics,Operational,On track
28-06-2024,Water Usage,5787.24,5238.58,liters,Manufacturing,Water,Requires improvement
17-02-2024,Training Hours,14.73,16.34,hours,Operations,Social Impact,New initiative
22-11-2024,Production Downtime,14.85,13.99,hours,Manufacturing,Operational,New initiative
02-12-2024,Energy Consumption,8887.39,8267.35,kWh,Manufacturing,Energy,Requires improvement
04-12-2024,Workplace Safety Incidents,2.09,1.91,count,Operations,Social Impact,Requires improvement
20-12-2024,Water Usage,46212.07,42229.48,liters,Manufacturing,Water,Requires improvement
14-07-2024,Packaging Waste,122.88,111.05,kg,Logistics,Waste,On track
01-04-2024,Customer Complaints,9.96,9.09,count,Quality Control,Social Impact,Below target
20-07-2024,Product Defect Rate,2.71,2.56,%,Quality Control,Quality,New initiative
21-04-2024,Equipment Maintenance Cost,1530.09,1418.44,USD,Operations,Operational,Requires improvement
06-02-2024,Water Usage,36054.62,32635.36,liters,Manufacturing,Water,On track
20-01-2024,Transport Emissions,1.36,1.26,tons,Logistics,Emissions,On track
21-10-2024,Customer Complaints,1.52,1.39,count,Quality Control,Social Impact,Requires improvement
11-08-2024,Production Downtime,15.61,14.65,hours,Manufacturing,Operational,Requires improvement
03-03-2024,Product Defect Rate,2.93,2.64,%,Quality Control,Quality,Requires improvement
06-07-2024,Packaging Waste,356.83,328.29,kg,Logistics,Waste,On track
27-11-2024,Fuel Efficiency,8.64,9.21,km/l,Logistics,Energy,Below target
